"x"
-27.7045866236328
-17.6090216194774
-19.3206917635952
-1.89383695150693
-23.20271179242
-11.8374706848695
-16.345571276172
-10.893435374278
-15.6244853596248
-29.9667886941713
-34.4928202321706
-4.99349783394154
-29.37692267343
-5.54887553409359
-26.5239074907692
-26.4870710340056
-32.5439117467279
-23.2504183544804
-33.1458295720751
-30.3701489545325
-5.15183560537935
-40.4718778310801
-12.9399653881567
-3.68266826785272
-25.2388374112224
-19.9184148100292
-36.0013809824298
-42.1273213544972
-40.6835911658006
-19.543915516513
-9.55501305238182
-1.67333531854482
-18.3486422614775
-28.1730043021642
-32.0643917993933
-16.1399627536357
-44.9245259047838
-3.81777234660297
-38.4605325617266
-27.2595058404834
-43.3457000853784
-31.9245132043851
-19.8474491786648
-9.28117648138628
-24.453669043951
-38.50494189932
-12.7375245425284
-23.2310602912185
-40.4788277640067
-5.29772122778527
-25.1605810402317
-45.78461958554
-9.71847179878311
-9.49134439250578
-26.5638317853644
-32.9720677052783
2.45532429311927
-38.7236704202442
-27.2416558624802
-17.1914838454649
-41.6935869223261
-26.3610636558364
-20.3686568946736
-19.9426468726643
-30.3215433844429
-8.32659358449188
-26.8120879636399
-18.562419774683
-15.9377794090872
-33.8097629149928
-24.335081078497
-24.6160174709614
-40.8469292378684
-38.0842403746055
-21.2958898324003
-40.8858038984154
-24.6919914337158
-6.86592794724354
-40.6689320290114
-22.6519988975215
-26.9463639934713
-15.2511172863647
-38.6145567803636
-19.0831996442541
-25.1880547670271
-14.3140015032616
-18.6597703993691
-36.0560986134295
-28.7015734494553
-24.1849312531068
-22.5919623391472
-29.8397613803202
-18.8611593007681
-10.1747117816113
-19.837817573949
-11.7466476390593
-48.7554416292332
-27.518346713542
7.38823411849354
-11.2194788008945
-1.7414894825551
-31.0648999814227
-28.7947129654944
-7.5860611288385
-44.0800311188961
-25.0352505886954
-35.1893710909647
-26.0446309734468
-33.0300134234116
-12.7750470185791
-18.0425971014938
-21.2449055973075
-27.7961117770909
-12.0225937241048
-43.0026997060971
-34.1876375658035
-28.5903382693385
-22.7827950463246
-28.45930238091
-16.1824475591773
-36.1161092934521
-31.8926855830088
-23.1378905976288
-42.3135352040355
-37.9683857925304
-18.124140027846
3.58895194348914
-32.60040583651
-9.15435247310285
-36.9662177896907
-36.0383849241069
-37.0463669374346
-22.247844545084
4.62845757231803
-7.13753526195596
-29.6699531418489
-36.9646606007067
-4.35247899838964
-19.8178333917411
-43.3446943817663
-18.0483192366816
-34.1205120822323
-20.4912334178166
-10.2194529138087
-20.141793056011
-36.3269283727943
10.3901244197869
-27.1122696784304
-25.2135509320322
-48.2054327379075
-26.7347705412422
-10.6864989602341
-41.5687084315376
-10.8919863207007
-4.18979354815965
-24.5229008430428
-43.7213218036862
-31.5422725869697
-25.8625363557476
-24.8850769259521
-37.3389207590978
-37.8549715838481
-16.946482581746
-16.4402590791151
-24.7511881643052
-22.5545055605525
-16.7488689198098
-23.9901467290558
-26.1574534694986
-16.6417438182668
-22.959375560681
-24.770236331376
-33.4379089155918
-31.3876958975263
-33.2025659651653
-45.5228715719852
-14.1771274005454
-27.7634047797489
-2.90680791756866
7.60576981238134
0.747549019462024
-26.4888149567696
-19.0182034333438
-24.0477522686056
-23.0491675615077
-26.6340308390342
-16.734208535001
-20.2582136929106
-16.8075336239118
-34.4240628291963
-37.8205552137945
-16.0760580115878
7.13893501010688
-40.4536484652366
-26.3221451489266
-31.2249862726638
-20.9468621483396
-18.186404941691
-22.4479817799125
-32.5356035585647
-42.4709100213626
-10.674079277398
-15.9011134238004
-36.727203343635
-40.0492536013288
-28.8857365256202
-6.60722788869941
-24.5542713982006
-24.4157620558659
-23.4117439178773
-37.94472694119
-40.1431157537241
-33.829185761084
-12.9348008296535
-14.1926775436661
-30.6916850793878
-22.0184258239087
-37.086215826937
-50.792168680691
-8.12674471817717
-21.1273856775259
-21.5434808310679
-10.4874516117004
-15.3449572204338
-18.6765627914314
-16.232150390671
-17.358278627537
-2.3312799510803
