"x"
11
13
10
12
12
9
9
5
8
12
9
10
8
7
32
15
12
6
7
8
9
10
7
6
3
8
10
5
8
7
8
8
4
6
9
7
5
4
8
10
6
6
11
5
7
6
11
5
6
10
9
6
14
9
8
8
12
4
8
24
10
10
9
8
7
5
8
9
7
6
7
9
7
11
6
5
12
13
12
10
5
7
8
8
8
10
7
6
13
13
13
12
8
4
7
10
18
19
14
5
6
14
6
7
6
6
6
11
6
8
10
6
9
8
10
9
12
11
10
11
10
8
6
7
3
7
7
7
6
6
6
6
10
9
4
8
7
18
9
12
11
7
5
12
9
9
7
9
8
9
9
8
7
9
9
7
6
8
6
9
9
10
10
9
11
6
7
11
18
11
5
7
10
9
6
5
13
9
8
9
7
9
18
14
5
8
7
8
8
5
9
10
7
6
8
9
7
11
11
13
12
10
14
6
9
4
10
8
6
9
8
14
7
8
9
13
8
9
7
8
5
10
24
4
4
6
10
7
9
9
5
4
29
7
9
4
6
10
9
5
22
6
12
8
11
7
13
7
5
4
8
11
5
7
6
7
6
6
7
7
14
9
7
7
4
8
9
11
10
10
7
16
13
9
6
10
5
14
12
12
5
10
13
9
15
5
10
5
12
10
6
7
5
9
8
15
21
7
11
13
17
7
5
11
8
5
8
9
12
11
8
12
7
10
5
10
10
7
14
9
19
9
10
6
7
5
12
7
16
4
17
4
4
7
9
9
11
10
7
16
11
9
7
6
10
14
6
4
6
10
6
13
12
14
9
7
7
8
8
6
11
6
10
4
8
6
9
9
11
7
12
6
5
6
8
5
4
12
11
9
7
7
9
9
10
12
10
8
8
8
10
10
19
7
7
6
14
7
7
9
8
7
10
9
5
15
8
9
6
8
8
12
5
6
10
7
4
7
8
8
11
7
6
38
11
11
7
7
17
8
10
9
7
9
4
5
9
7
11
8
10
7
7
9
8
6
6
8
7
5
8
8
10
12
10
11
7
6
7
9
6
13
9
12
8
4
6
11
11
6
8
10
6
29
4
8
9
5
6
10
8
10
8
6
9
9
7
11
6
6
9
5
7
7
8
9
12
10
7
6
10
8
8
15
7
6
11
6
8
8
10
11
7
14
8
5
7
7
5
5
8
7
8
6
7
10
7
10
9
8
17
8
6
11
6
7
9
7
9
5
9
9
7
10
11
7
15
8
7
8
10
7
16
8
8
6
16
9
10
6
14
11
8
7
8
8
6
9
10
14
8
4
7
7
26
5
7
9
9
9
9
6
9
13
10
10
11
5
6
6
5
6
9
11
8
8
11
3
9
10
9
9
7
7
7
9
7
6
9
9
20
9
8
8
9
10
11
8
6
7
11
8
7
7
9
11
5
11
7
7
5
12
8
9
5
11
5
6
5
8
8
5
14
4
8
9
10
9
8
5
10
9
13
6
7
7
10
8
10
4
5
8
13
7
7
16
8
5
7
6
7
6
16
9
10
10
5
7
10
14
6
13
10
5
8
9
10
7
6
6
9
5
5
8
5
8
9
7
19
5
8
5
6
10
7
7
9
5
4
7
7
5
5
10
10
7
6
10
9
15
10
15
10
9
5
11
6
7
9
5
6
10
11
11
12
6
11
7
6
8
6
16
10
8
8
8
12
9
7
11
7
8
11
9
8
8
33
13
6
11
9
9
7
24
6
9
5
11
10
7
6
11
4
5
10
9
11
13
10
16
24
4
7
10
11
12
16
4
9
10
6
7
7
9
8
9
9
7
4
5
6
6
9
7
10
5
6
8
9
8
6
6
6
14
11
14
4
12
10
6
13
12
6
9
14
11
8
8
7
11
9
34
9
12
8
7
11
9
7
25
6
14
14
9
8
8
10
5
4
10
6
8
11
9
10
7
7
6
7
8
6
8
7
9
9
10
9
9
7
5
14
8
7
5
14
9
13
11
6
7
4
16
10
19
10
10
12
10
7
9
6
7
8
9
5
18
38
8
7
7
10
6
6
10
12
9
10
8
11
9
9
7
6
10
4
17
5
8
6
7
8
24
14
12
14
7
9
15
9
21
4
5
18
8
10
11
13
7
9
13
9
10
9
7
11
8
8
8
5
8
9
9
4
9
6
5
10
7
10
20
9
8
13
9
10
8
9
5
16
8
5
21
11
7
7
6
6
7
11
9
6
7
7
7
12
5
24
8
7
8
8
10
21
11
4
11
13
8
8
9
