"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
1,0.5,0.2,0.5,0.4,-2.99573227355399,-0.346967554862117,0.619973723113846,0.207951012700507,0.212062352744416,0.272335799170571,-1.56843465135642,0.0551562027028499,0.0553770275640765,0.0560627365296003,0.086998009145883,0.0871664591583498,0.0601944628158534,0.329741870485312,0.0712787283792332,0.0604633764407859,0.192462312322496,0.112009666932372,0.403742283853205
1,0.5,0.2,0.5,0.4,-2.99573227355399,0.853761265312375,0.422042579134799,0.193717733081899,0.411295368978665,0.340327995502171,-2.76076103740336,0.058842824274426,0.0565621506557583,0.057155164251446,0.0926475215158309,0.0901930837693291,0.0603852771283296,0.858916461140508,0.072767251078283,0.0648888920409515,0.18258640390129,0.115420420607076,0.912656317813289
1,0.5,0.2,0.5,0.4,-2.99573227355399,0.746033970967135,0.515343463009631,0.251093541999526,0.337253502031954,0.296667165518538,-2.65783206302629,0.0592259453862194,0.0586140823653273,0.0606055336965413,0.090104117430759,0.0897611324401077,0.06111017091561,0.83286566945184,0.0762648161197479,0.0676868987816747,0.185082105895141,0.121783707553916,0.892887085689111
1,0.5,0.2,0.5,0.4,-2.99573227355399,0.481034919685537,0.589157963740102,0.152368785117637,0.475561285627245,0.299036085890992,-2.5063473001308,0.0575121086304694,0.0567468719184877,0.0565318909708271,0.094133033149587,0.0934376313345304,0.0593564468405169,0.698453881689,0.0697139352122119,0.0644114098141309,0.187008617904375,0.12708592741034,0.751509529098146
1,0.5,0.2,0.5,0.4,-2.99573227355399,1.58031780164424,0.488760150836307,0.156990851095698,0.788667135990976,0.321588669627099,-3.57881895324542,0.0570730761612788,0.0580024969300643,0.0567110544590637,0.106013101782367,0.110870440566412,0.0574512249984538,1.22282135707894,0.087480197741796,0.0598643524691541,0.197658571204382,0.173270670127533,1.25498092452319
1,0.5,0.2,0.5,0.4,-2.99573227355399,0.712817873938073,0.622058328652206,0.102622214519661,0.246093967065386,0.207049248407679,-2.67662404487408,0.0607995696674978,0.0608890767171432,0.0610706951161436,0.0858541209979823,0.0857560198194525,0.0627396632211712,0.84718751726244,0.0797781230253878,0.0677434296326305,0.16816479711032,0.107988318552392,0.903570255536995
1,0.5,0.2,0.5,0.4,-2.99573227355399,-0.445251538308353,0.522645176751779,0.289564892337202,0.412434953285531,0.525449959748025,-1.61784944426388,0.0532257095775336,0.0525146503951899,0.0523184205454858,0.095139373811156,0.0940553318247083,0.0569345983259028,0.326480535162667,0.0680353723330684,0.0567329042471568,0.210548727000482,0.129745006843099,0.394974038021022
1,0.5,0.2,0.5,0.4,-2.99573227355399,0.996716152952435,0.529161948003655,0.192211180202313,0.533896452242161,0.460425706721449,-3.02730153403641,0.0585561624197563,0.0596209179089979,0.0590272566562206,0.0991806731016378,0.0951391297636558,0.0592604600729085,1.02875262614095,0.0755394526398785,0.0633124405127892,0.19817538758455,0.129634628771581,1.07951729065924
1,0.5,0.2,0.5,0.4,-2.99573227355399,0.549197780192873,0.419695356254465,0.237720359545314,0.470600098127847,0.462182817642634,-2.44735546670655,0.057794446151409,0.0596836710352162,0.0554250447471872,0.0943872851444545,0.0911313227147036,0.0591488628566567,0.694802329167352,0.0785250429408347,0.0636728594943848,0.201141494357673,0.12979770675011,0.750354389271019
1,0.5,0.2,0.5,0.4,-2.99573227355399,-0.148086210564445,0.414332187250368,0.240205530698602,0.0384785543432841,0.230091661028146,-1.6509115360318,0.0573353733150918,0.0570162226251024,0.0563693539802641,0.0804458331156985,0.0794625545675793,0.0629114348882629,0.380942083686643,0.0718288451378456,0.0655543735306721,0.178317004525077,0.0978535648447559,0.460536398581177
